Id,Label,Role,Kingdom,Class,Order,Family,Genus
1116,Twisted Stalk,[Species],Plant,Liliopsida,Liliales,Liliaceae,Streptopus
1117,White Cedar,[Species],Plant,Magnoliopsida,Sapindales,Meliaceae,Melia
1118,Red Clover,[Species],Plant,Magnoliopsida,Fabales,Fabaceae,Trifolium
1119,Trembling Aspen,[Species],Plant,Magnoliopsida,Malpighiales,Salicaceae,Populus
1120,Swamp Milkweed,[Species],Plant,Magnoliopsida,Gentianales,Apocynaceae,Asclepias
1122,Tall Hairy Agrimony,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Agrimonia
1123,Doll's Eyes,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea
1124,Water Plantain,[Species],Plant,Liliopsida,Alismatales,Alismataceae,Alisma
1126,Staghorn Sumac,[Species],Plant,Magnoliopsida,Sapindales,Anacaridaceae,Rhus
1127,Eastern White Cedar,[Species],Plant,Pinopsida,Pinales,Cupressaceae,Thuja
1128,White Pine,[Species],Plant,Pinopsida,Pinales,Pinaceae,Pinus
1129,White Spruce,[Species],Plant,Pinopsida,Pinales,Pinaceae,Picea
1130,Yellow Birch,[Species],Plant,Magnoliopsida,Fagales,Betulaceae,Betula
1131,Common Yarrow,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Achillea
1132,Freshwater Crayfish,[Species],Animal,Malacostraca,Decapoda,Parastacidae,Astacopsis
1133,Green Stink Bug,[Species],Animal,Insecta,Hemiptera,Pentatomidae,Chinavia
1135,Hop Hornbeam,[Species],Plant,Magnoliopsida,Fagales,Betulaceae,Ostrya
1136,Field Horsetail,[Species],Plant,Polypodiopsida,Equisetales,Equisetaceae,Equisetum
1137,Wood Strawberry,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Fragaria
1138,Six-Spotted Tiger Beetle,[Species],Animal,Insecta,Coleoptera,Carabidae,Cicindela
1139,Turkey Tail Polypore,[Species],Fungus,Agaricomycetes,Polyporales,Polyporaceae,Trametes
1140,Heart-leaved Foamflower,[Species],Plant,Magnoliopsida,Saxifragales,Saxifragaceae,Tiarella
1141,Pandora Sphinx Moth,[Species],Animal,Insecta,Lepidoptera,Sphingidae,Eumorpha
1142,American Painted Lady Butterfly,[Species],[Animal],[Insecta],[Nymphalidae],[Nymphalidae],[Vanessa]
1143,Veiled Stinkhorn,[Species],Fungus,Agaricomycetes,Phallales,Phallaceae,Phallus
1145,Common Water Lily,[Species],Plant,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea
1148,Wild Columbine,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia
1149,Fly Agaric,[Species],Fungus,Agaricomycetes,Agaricales,Amanitaceae,Amanita
1150,Grisette Mushroom,[Species],Fungus,Agaricomycetes,Agaricales,Amanitaceae,Amanita
1151,Ailanthus Silkmoth,[Species],[Animal],[Insecta],[Lepidoptera],[Saturniidae],[Samia]
1152,Promethea Silkworm Moth,[Species],Animal,Insecta,Lepidoptera,Saturniidae,Callosamia
1153,Meadow Buttercup,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus
1154,English Hawthorn,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Crataegus
1155,Common Chicory,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Cichorium
1156,Blue Elderberry,[Species],Plant,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus
1157,Sulphur Shelf,[Species],Fungus,Agaricomycetes,Polyporales,Laetiporaceae,Laetiporus
1158,Chicken Mushroom,[Species],Fungus,Agaricomycetes,Boletales,Suillaceae,Suillus
1159,Wild Lily-of-the-valley,[Species],Plant,Liliopsida,Asparagales,Asparagaceae,Maianthemum
1160,North Atlantic Right Whale,[Species],Animal,Mammalia,Artiodactyla,Balaenidae,Eubalaena
1161,Plains Bison,[Species],Animal,Mammalia,Artiodactyla,Bovidae,Bison
1162,Barren-ground caribou,[Species],Animal,Mammalia,Artiodactyla,Cervidae,Rangifer
1163,Porcupine Caribou,[Species],Animal,Mammalia,Artiodactyla,Cervidae,Rangifer
1164,Cascade Mantled Ground Squirrel,[Species],Animal,Mammalia,Rodentia,Sciuridae,Callospermophilus
1165,White-footed Mouse,[Species],Animal,Mammalia,Rodentia,Cricetidae,Peromyscus
1166,Narwhal,[Species],Animal,Mammalia,Artiodactyla,Monodontidae,Monodon
1167,Silver-haired Bat,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Lasionycteria
1168,Townsend's Big-eared Bat,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus
1169,Spotted Bat,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Euderma
1170,California Myotis,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Myotis
1171,Pallid Bat,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Antrozous
1172,Western Small-footed Bat,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Myotis
1173,Long-eared Myotis,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Myotis
1174,Eastern Red Bat,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Lasiurus
1175,Eastern Small-footed Myotis,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Myotis
1176,Little Brown Myotis,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Myotis
1177,Keen's Myotis,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Myotis
1178,Hoary Bat,[Species],Animal,Mammalia,Chiroptera,Viburnaceae,Lasiurus
1179,Yuma Myotis,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Myotis
1180,Northern Myotis,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Myotis
1181,Eastern Pipistrelle,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Perimyotis
1182,Evening Bat,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Nycticeius
1183,Atlantic White-sided Dolphin,[Species],[Animal],[Mammalia],[Artiodactyla],[Delphinidae],[Lagenorhynchus]
1184,Fringed Myotis,[Species],Animal,Mammalia,Chiroptera,Vespertilionidae,Myotis
1185,Baird's Beaked Whale,[Species],Animal,Mammalia,Artiodactyla,Ziphiidae,Berardius
1186,Blainville's beaked whale,[Species],Animal,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon
1187,Bottlenose Dolphin,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Tursiops
1188,Black-tailed Praire Dog,[Species],Animal,Mammalia,Rodentia,Sciuridae,Cynomys
1189,California Sea Lion,[Species],Animal,Mammalia,Carnivora,Otariidae,Zalophus
1190,Boreal woodland caribou,[Species],Animal,Mammalia,Artiodactyla,Cervidae,Rangifer
1191,Columbian Ground Squirrel,[Species],Animal,Mammalia,Rodentia,Sciuridae,Urocitellus
1192,Bearded Seal,[Species],Animal,Mammalia,Carnivora,Phocidae,Erignathus
1193,Collared Pika,[Species],Animal,Mammalia,Lagomorpha,Ochotonidae,Ochotona
1194,Creeping Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Microtus
1195,Dall's Porpoise,[Species],Animal,Mammalia,Artiodactyla,Phocoenidae,Phocoenoides
1196,Domestic Horse,[Species],Animal,Mammalia,Perissodactyla,Equidae,Equus
1197,Cuvier's Beaked Whale,[Species],Animal,Mammalia,Artiodactyla,Ziphiidae,Ziphius
1198,Dwarf Sperm Whale,[Species],Animal,Mammalia,Artiodactyla,Kogiidae,Kogia
1199,Deer Mouse,[Species],Animal,Mammalia,Rodentia,Cricetidae,Peromyscus
1200,European Hare,[Species],Animal,Mammalia,Lagomorpha,Leporidae,Lepus
1201,Eastern Cottontail,[Species],Animal,Mammalia,Lagomorpha,Leporidae,Sylvilagus
1202,Douglas' Squirrel,[Species],Animal,Mammalia,Rodentia,Sciuridae,Tamiasciurus
1203,European Rabbit,[Species],Animal,Mammalia,Lagomorpha,Leporidae,Oryctolagus
1204,Eastern Grey Squirrel,[Species],Animal,Mammalia,Rodentia,Sciuridae,Sciurus
1205,Eastern Fox Squirrel,[Species],Animal,Mammalia,Rodentia,Sciuridae,Sciurus
1206,Franklin's Ground Squirrel,[Species],Animal,Mammalia,Rodentia,Sciuridae,Poliocitellus
1207,Golden-mantled Ground Squirrel,[Species],Animal,Mammalia,Rodentia,Sciuridae,Callospermophilus
1208,Fallow Deer,[Species],Animal,Mammalia,Artiodactyla,Cervidae,Dama
1209,False Killer Whale,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Pseudorca
1210,Grey Fox,[Species],Animal,Mammalia,Carnivora,Canidae,Urocyon
1211,Great Basin Pocket Mouse,[Species],Animal,Mammalia,Rodentia,Heteromyidae,Perognathus
1212,Grey Seal,[Species],Animal,Mammalia,Carnivora,Phocidae,Halichoerus
1213,Heather Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Phenacomys
1214,Keen's Mouse,[Species],Animal,Mammalia,Rodentia,Cricetidae,Peromyscus
1215,Harbour Porpoise,[Species],Animal,Mammalia,Artiodactyla,Phocoenidae,Phocoena
1216,Least Chipmunk,[Species],Animal,Mammalia,Rodentia,Sciuridae,Neotamias
1217,Hubbs' beaked whale,[Species],Animal,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon
1218,Long-beaked Common Dolphin,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Delphinus
1219,Long-tailed Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Microtus
1220,Long-finned Pilot Whale,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Globicephala
1221,Mountain Cottontail,[Species],Animal,Mammalia,Lagomorpha,Leporidae,Syvilagus
1222,Maritime Shrew,[Species],Animal,Mammalia,Eulipotyphla,Soricidae,Sorex
1223,Mountain Beaver,[Species],Animal,Mammalia,Rodentia,Aplodontiidae,Aplodontia
1224,Montane Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Microtus
1225,Nearctic Brown Lemming,[Species],Animal,Mammalia,Rodentia,Cricetidae,Lemmus
1226,Northern Bog Lemming,[Species],Animal,Mammalia,Rodentia,Cricetidae,Synaptomys
1227,North American Water Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Microtus
1228,Northern Bottlenose Whale,[Species],Animal,Mammalia,Artiodactyla,Ziphiidae,Hyperoodon
1229,Northern Grasshopper Mouse,[Species],Animal,Mammalia,Rodentia,Cricetidae,Onychomys
1230,Northern Fur Seal,[Species],Animal,Mammalia,Carnivora,Phocidae,Callorhinus
1231,Norway Rat,[Species],Animal,Mammalia,Rodentia,Muridae,Rattus
1232,Nutria,[Species],Animal,Mammalia,Rodentia,Echimyidae,Myocastor
1233,Northern Right Whale Dolphin,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Lissodelphis
1234,Olive-backed Pocket Mouse,[Species],Animal,Mammalia,Rodentia,Heteromyidae,Perognathus
1235,Northern Red-backed Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Myodes
1236,Pacific White-sided Dolphin,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus
1237,Pacific Jumping Mouse,[Species],Animal,Mammalia,Rodentia,Zapodidae,Zapus
1238,Plains Pocket Gopher,[Species],Animal,Mammalia,Rodentia,Geomyidae,Geomys
1239,Pygmy Sperm Whale,[Species],Animal,Mammalia,Artiodactyla,Kogiidae,Kogia
1240,Prairie Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Microtus
1241,Red-tailed Chipmunk,[Species],Animal,Mammalia,Rodentia,Sciuridae,Neotamias
1242,Risso's Dolphin,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Grampus
1243,Roof Rat,[Species],Animal,Mammalia,Rodentia,Muridae,Rattus
1244,Sagebrush Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Lemmiscus
1245,Rock Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Microtus
1246,Short-beacked Common Dolphin,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Delphinus
1247,Short-finned Pilot Whale,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Globicephala
1248,Snowshoe Hare,[Species],Animal,Mammalia,Lagomorpha,Leporidae,Lepus
1249,Southern Bog Lemming,[Species],Animal,Mammalia,Rodentia,Cricetidae,Synaptomys
1250,Stejneger's beaked whale,[Species],Animal,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon
1251,Southern Flying Squirrel,[Species],Animal,Mammalia,Rodentia,Sciuridae,Glaucomys
1252,Sowerby's beaked whale,[Species],Animal,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon
1253,Striped Dolphin,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Stenella
1254,Swift Fox,[Species],Animal,Mammalia,Carnivora,Canidae,Vulpes
1255,Taiga Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Microtus
1256,Thirteen-lined Ground Squirrel,[Species],Animal,Mammalia,Rodentia,Sciuridae,Ictidomys
1257,Southern Red-backed Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Myodes
1258,Thinhorn Sheep,[Species],Animal,Mammalia,Artiodactyla,Bovidae,Ovis
1259,Townsend's Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Microtus
1260,White-beaked Dolphin,[Species],Animal,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus
1261,Western Jumping Mouse,[Species],Animal,Mammalia,Rodentia,Zapodidae,Zapus
1262,Woodland Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Microtus
1263,Western Harvest Mouse,[Species],Animal,Mammalia,Rodentia,Cricetidae,Reithrodontomys
1264,Woodland Jumping Mouse,[Species],Animal,Mammalia,Rodentia,Zapodidae,Napaeozapus
1265,Yellow-pine Chipmunk,[Species],Animal,Mammalia,Rodentia,Sciuridae,Neotamias
1266,Clustered Bellflower,[Species],Plant,Magnoliopsida,Asterales,Campanulaceae,Campanula
1267,One-flower Wintergreen,[Species],Plant,Magnoliopsida,Ericales,Ericaceae,Moneses
1268,Mayflower,[Species],Plant,Magnoliopsida,Ericales,Ericaceae,Epigaea
1269,Purple Sandwort,[Species],Plant,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergularia
1270,Purple Meadow-rue,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum
1271,Mountain Maple,[Species],Plant,Magnoliopsida,Sapindales,Sapindaceae,Acer
1272,Seaside Crowfoot,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Halerpestes
1273,Eastern Fox Snake,[Species],Animal,Reptilia,Squamata,Colubridae,Pantherophis
1274,Early Saxifrage,[Species],Plant,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes
1275,Nodding Trillium,[Species],Plant,Liliopsida,Liliales,Melanthiaceae,Trillium
1276,Climbing Bittersweet,[Species],Plant,Magnoliopsida,Solanales,Solanaceae,Solanum
1277,Two-flowered Cynthia,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Krigia
1278,Common Helleborine,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Epipactis
1279,Clammy Ground Cherry,[Species],Plant,Magnoliopsida,Solanales,Solanaceae,Physalis
1280,Rock Clematis,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis
1281,Leatherleaf,[Species],Plant,Magnoliopsida,Ericales,Ericaceae,Chamaedaphne
1282,Purple Joe-eye-weed,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Eutrochium
1283,Mocassin Flower,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Cypripedium
1284,Indian Pipe,[Species],Plant,Magnoliopsida,Ericales,Ericaceae,Monotropa
1286,Red-spotted Newt,[Species],Animal,Amphibia,Caudata,Salamandridae,Notophthalmus
1288,Common Heal-all,[Species],Plant,Magnoliopsida,Lamiales,Lamiaceae,Prunella
1289,Prairie Fringed Orchid,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Platanthera
1290,Grass Pink Orchid,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Calopogon
1291,Striped Maple,[Species],Plant,Magnoliopsida,Sapindales,Sapinidaceae,Acer
1292,Meadow Beauty,[Species],Plant,Magnoliopsida,Myrtales,Melastomataceae,Rhexia
1293,Red-berried Elder,[Species],Plant,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus
1294,Swamp Rose,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Rosa
1295,Round-lobed Hepatica,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Hepatica
1296,Dragon's Mouth Orchid,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Arethusa
1297,American Mint,[Species],[Plant],[Magnoliopsida],[Lamiales],[Lamiaceae],[Mentha]
1298,Pear-shaped Puffball,[Species],Fungus,Agaricomycetes,Agaricales,Lycopodiaceae,Apioperdon
1299,Pine-drops,[Species],Plant,Magnoliopsida,Ericales,Ericaceae,Pterospora
1300,Southern Wild-rice,[Species],Plant,Liliopsida,Poales,Poaceae,Zizania
1301,Naked Mitrewort,[Species],Plant,Magnoliopsida,Saxifragales,Saxifragaceae,Mitella
1302,Ragged-fringe Orchid,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Platanthera
1303,Dog Stinkhorn Fungus,[Species],Fungus,Agaricomycetes,Phallales,Phallaceae,Mutinus
1304,Mossy Stonecrop,[Species],Plant,Magnoliopsida,Saxifragales,Crassulaceae,Crassula
1305,Scarlet Indian Paintbrush,[Species],Plant,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja
1306,American Ginseng,[Species],[Plant],[Magnoliopsida],[Apiales],[Araliaceae],[Panax]
1307,Jimson Weed,[Species],Plant,Magnoliopsida,Solanales,Solanaceae,Datura
1308,Common Hawthorn,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Crataegus
1309,Long-eared Owl,[Species],Animal,Mammalia,Strigiformes,Strigidae,Asio
1310,Evening Grosbeak,[Species],Animal,Aves,Passeriformes,Fringillidae,Coccothraustes
1311,Marsh Wren,[Species],Animal,Aves,Passeriformes,Troglodytidae,Cistothorus
1312,American Avocet,[Species],[Animal],[Aves],[Charadriiformes],[Recurvirostridae],[Recurvirostra]
1313,Western Grebe,[Species],Animal,Aves,Podicipediformes,Podicipedidae,Aechmophorus
1314,Bonaparte's Gull,[Species],Animal,Aves,Charadriiformes,Laridae,Chroicocephalus
1315,Clay-coloured Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Spizella
1316,Wilson's Snipe,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Gallinago
1317,Franklin's Gull,[Species],Animal,Aves,Charadriiformes,Laridae,Leucophaeus
1318,Least Flycatcher,[Species],Animal,Aves,Passeriformes,Tyrannidae,Empidonax
1319,Rose-brested Grosbeck,[Species],Animal,Aves,Passeriformes,Cardinalidae,Pheucticus
1320,Marble Godwit,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Limosa
1321,Vesper Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Pooectes
1322,American Kestrel,[Species],[Animal],[Aves],[Falconiformes],[Falconidae],[Falco]
1323,Luna Moth,[Species],Animal,Insecta,Lepidoptera,Saturniidae,Actias
1324,Black Garden Spider,[Species],Animal,Arachnids,Araneae,Araneidae,Argiope
1325,Yellow Garden Spider,[Species],Animal,Arachnida,Araneae,Araneidae,Argiope
1326,Froghopper,[Species],Animal,Insecta,Hemiptera,Cercopidae,Cercopis
1327,Norway Spruce,[Species],Plant,Confiers,Pinales,Pinaceae,Picea
1328,Northern Ribbon Snake,[Species],Animal,Reptilia,Squamata,Colubridae,Thamnophis
1329,White-lipped Land Snail,[Species],Animal,Gastropoda,Stylommatophora,Helicidae,Cepaea
1330,Turkey Tail Fungus,[Species],Fungus,Agaricomycetes,Polyporales,Polyporaceae,Trametes
1331,Common Ladies' Tresses,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Spiranthes
1332,Broad-leaved Reed Grass,[Species],Plant,Liliopsida,Poales,Poaceae,Calmagrostis
1333,Showy Lady's Slipper,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Cypripedium
1334,Water Arum,[Species],Plant,Liliopsida,Alismatales,Araceae,Calla
1335,Round-leaved Orchid,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Platanthera
1336,Solomon's Seal,[Species],Plant,Liliopsida,Asparagales,Asparagaceae,Polygonatum
1338,Pileated Woodpecker,[Species],Animal,Aves,Piciformes,Picidae,Dryocopus
1339,Spruce Grouse,[Species],Animal,Aves,Galliformes,Phasianidae,Falcipennis
1340,American Dipper,[Species],[Animal],[Aves],[Passeriformes],[Cinclidae],[Cinclus]
1341,Clark's Nutcracker,[Species],Animal,Aves,Passeriformes,Corvidae,Nucifraga
1342,False Forget-me-not,[Species],Plant,Magnoliopsida,Boraginales,Boraginaceae,Brunnera
1343,Arctic Bell-heather,[Species],[Plant],[Magnoliopsida],[Ericales],[Ericaceae],[Cassiope]
1344,Baffin Island Fescue,[Species],Plant,Liliopsida,Poales,Poaceae,Festuca
1345,Anderson's Alkaligrass,[Species],[Plant],[Magnoliopsida],[Poales],[Poaceae],[Puccinellia]
1346,Slim-stemmed Reedgrass,[Species],Plant,Liliopsida,Poales,Poaceae,Calmagrostis
1347,Northern White Rush,[Species],Plant,Liliopsida,Poales,Juncaceae,Juncus
1348,Pendantgrass,[Species],Plant,Liliopsida,Poales,Poaceae,Arctophila
1349,Pumpelly's Brome,[Species],Animal,Liliopsida,Poales,Poaceae,Bromus
1350,Short-leaved Hairgrass,[Species],Plant,Liliopsida,Poales,Cyperaceae,Eleocharis
1351,Russet Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1352,Purple Reedgrass,[Species],Plant,Liliopsida,Poales,Poaceae,Calamagrostis
1353,Richardson's Fescue,[Species],Plant,Liliopsida,Poales,Poaceae,Festuca
1354,Northern Many-flowered Woodrush,[Species],Plant,Liliopsida,Poales,Juncaceae,Luzula
1355,Nard Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1356,Alpine Sweetgrass,[Species],[Plant],[Magnoliopsida],[Poales],[Poaceae],[Anthoxanthum]
1357,Icegrass,[Species],Plant,Liliopsida,Poales,Poaceae,Phippsia
1358,Narrow False Oats,[Species],Plant,Liliopsida,Poales,Poaceae,Trisetum
1359,Dark-brown Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1360,Nootka Alkaligrass,[Species],Plant,Liliopsida,Poales,Poaceae,Puccinellia
1361,Northern Woodrush,[Species],Plant,Liliopsida,Poales,Juncaceae,Luzula
1362,Two-coloured Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1363,Tussock Alkaligrass,[Species],Plant,Liliopsida,Poales,Poaceae,Puccinellia
1364,Brownish Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1365,Fisher's Tundra Grass,[Species],Plant,Liliopsida,Poales,Poaceae,Dupontia
1366,Alaska Wildrye,[Species],[Plant],[Magnoliopsida],[Poales],[Poaceae],[Elymus]
1367,Tundra Wildrye,[Species],Plant,Liliopsida,Poales,Poaceae,Elymus
1369,American Redstart,[Species],[Animal],[Aves],[Passeriformes],[Parulidae],[Setophaga]
1370,Eastern Teaberry,[Species],Plant,Magnoliopsida,Ericales,Ericaceae,Gaultheria
1372,Water Smartweed,[Species],Plant,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria
1373,Climbing Nightshade,[Species],Plant,Magnoliopsida,Solanales,Solanaceae,Solanum
1374,White Dog's-tooth Violet,[Species],Plant,Liliopsida,Liliales,Liliaceae,Erythronium
1375,Gatineau Tadpole Snail,[Species],[Animal],Gastropoda,Hygrophila,Physidae,Physa
1376,Winding Mantleslug,[Species],Animal,Gastropoda,Stylommatophora,Philomycidae,Philomycus
1377,Gray Fieldslug,[Species],Animal,Gastropoda,Stylommatophora,Agriolimacinae,Deroceras
1378,Dusky Arion,[Species],Animal,Gastropoda,Stylommatophora,Arionidae,Arion
1379,Calico Crayfish,[Species],Animal,Malacostraca,Decapoda,Cambaridae,Faxonius
1380,Honey Bee,[Species],Animal,Insecta,Hymenoptera,Apidae,Apis
1381,Black-capped Chickadee,[Species],Animal,Aves,Passeriformes,Paridae,Poecile
1385,Earthworm,[Species],Animal,Clitellata,Haplotaxida,Lumbricidae,Lumbricus
1386,Pin Cherry,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Prunus
1387,Bronze Carabid,[Species],Animal,Insecta,Coeoptera,Carabidae,Carabus
1388,Northern Crescent Butterfly,[Species],Animal,Insecta,Lepidoptera,Nymphalidae,Phyciodes
1389,Gold-brown Rove Beetle,[Species],Animal,Insecta,Coleoptera,Staphylinidae,Ontholestes
1390,Long-necked Seed Bug,[Species],Animal,Insecta,Hemiptera,Rhyparochromidae,Myodocha
1391,Goldenrod Gall Fly,[Species],Animal,Insecta,Diptera,Tephritidae,Eurosta
1392,Pale Green Weevil,[Species],Animal,Insecta,Coleoptera,Curculionidae,Polydrusus
1393,Japanese Beetle,[Species],Animal,Insecta,Coleoptera,Scarabaeidae,Popillia
1394,Hornworm Moth,[Species],Animal,Insecta,Lepidoptera,Sphingidae,Manduca
1395,Song Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Melospiza
1396,Herrington's Fingernail Clam,[Species],Animal,Bivalvia,Sphaeriida,Sphaeriidae,Sphaerium
1397,Garden Snail,[Species],Animal,Gastropoda,Stylommatophora,Helicidae,Cornu
1398,Virginia Ctenucha Moth,[Species],Animal,Insecta,Lepidoptera,Erebidae,Ctenucha
1399,Giant Floater,[Species],Animal,Bivalvia,Unionida,Unionidae,Pyganodon
1400,Red Admiral Butterfly,[Species],Animal,Insecta,Lepidoptera,Nymphalidae,Vanessa
1401,Lesser Plait Moss,[Species],Plant,Bryopsida,Hypnales,Jocheniaceae,Jochenia
1402,Handbell Moss,[Species],Plant,Bryopsida,Bryales,Bryaceae,Ptychostomum
1403,Purple Moss,[Species],Plant,Bryopsida,Dicranales,Ditrichaceae,Ceratodon
1404,Windswept Broom Moss,[Species],Plant,Bryopsida,Dicranales,Dicranaceae,Dicranum
1406,Common Viper's Bugloss,[Species],Plant,Magnoliopsida,Boraginales,Boraginaceae,Echium
1407,Viceroy Butterfly,[Species],Animal,Insecta,Lepidoptera,Nymphalidae,Limentis
1408,Bristly Haircap Moss,[Species],Plant,Polypodiopsida,Polytrichales,Polytrichaceae,Polytrichum
1409,Harlequin,[Species],Animal,Insecta,Lepidoptera,Riodinidae,Taxila
1410,Eastern Screech Owl,[Species],Animal,Aves,Strigiformes,Strigidae,Megascops
1411,Black Tern,[Species],Animal,Aves,Charadriiformes,Laridae,Chlidonias
1412,Northern Cardinal,[Species],Animal,Aves,Passeriformes,Cardinalidae,Cardinalis
1413,Tundra Swan,[Species],Animal,Aves,Anseriformes,Anatidae,Cygnus
1414,Wild Chives,[Species],Plant,Liliopsida,Asparagales,Amaryllidaceae,Allium
1415,Water Birch,[Species],Plant,Magnoliopsida,Fagales,Betulaceae,Betula
1416,Tunux Moonwort,[Species],Plant,Polypodiopsida,Ophioglossales,Ophioglossaceae,Botrychium
1417,Arctic Water Sedge,[Species],[Plant],[Liliopsida],[Poales],[Cyperaceae],[Carex]
1418,Weak Arctic Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1419,Northern Elegant Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1420,Capitate Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1421,Krause's Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1422,Rock-dwelling Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1423,Hoppner's Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
